,text,date,sentiment,score
2367,$shib thoughts?,2021-05-11,neg,0.8737648129463196
2368,"This is bullshit, shiba listed on binance but CRO not?",2021-05-11,neg,0.9914165139198303
2369,Shiba is listed via  app,2021-05-11,neg,0.8097494840621948
2370,Where can i buy Dogelon?,2021-05-11,neg,0.5123636722564697
2371,Do  have Ass or Dogelon or kin?,2021-05-11,neg,0.6916251182556152
2372,Did anyone buy Shiba Inu?,2021-05-11,neg,0.9978331923484802
2373,I would say: Trx and doge,2021-05-11,neg,0.9361310005187988
2374,Are you voting for SHIB in Crypto Earn?,2021-05-11,neg,0.6351368427276611
2375,Can someone have the Crypto people contact me....it seems they made millions$$$ yesterday holding money for Shiba and then placing trades at higher prices while buying lower....I am extremely upset and will take it up with SIX Switzerland tomorrow if Crypto does not contact me tomorrow...they filled me over 20% higher than market....now image that 20% based on millions traded through them with Shiba yesterday...this is not how you make money honestly...they raked in millions the past 24 hours if this happened to everyone,2021-05-11,neg,0.9999719858169556
2376,How many people got filled way over market price in Shiba the past 24hours?,2021-05-11,neg,0.8672829866409302
2377,1.89 Doge,2021-05-11,neg,0.7253360748291016
2378,Shib!!!,2021-05-11,pos,0.8209909200668335
2379,Please note Shiba is also associated with huge transaction fee.,2021-05-11,neg,0.6478666067123413
2380,Anyone know when we can transfer more than 1 Mil of shib from app to exchange?,2021-05-11,pos,0.6038673520088196
2381,How come I can't buy Shiba INU on ?,2021-05-11,neg,0.8813782334327698
2382,I was credited the coins I got Saturday when app was down I bought almost 9 million shib at 100 dollars and they credited the money gain as well so they credited almost 300 dollars,2021-05-11,neg,0.8777051568031311
2383,"It's because of people like you that this chat has become trash. This page used to be great but nowadays everyone comes in here and the first thing they say is: "" when moon?, shiba, doge, donkey, monkey"". 

And with this I'm done. Hope you understand you donkey",2021-05-11,neg,0.8954547047615051
2384,Is anyone else having problems buying Shiba INU on ?,2021-05-11,pos,0.5900441408157349
2385,Brian probably another crash dumb because shib was up all day and rn it's down 17 percent,2021-05-11,neg,0.9741839170455933
2386,How can I sell or buy the Shiba token completely ? Because I can't give the amount in the app?,2021-05-11,neg,0.7619473338127136
2387,Shiba inu coin is a good investment or not,2021-05-11,pos,0.9009343385696411
2388,Where can I buy SHIBA,2021-05-11,pos,0.8713662624359131
2389,And how many people got put in 20% market price on Shiba yesterday??,2021-05-11,neg,0.9618610739707947
2390,What do you think about doge,2021-05-11,pos,0.935271143913269
2391,does anyone know bulldoge?,2021-05-11,neg,0.6994243860244751
2392,"What is BullDoge

I like this",2021-05-11,pos,0.966132640838623
2393,What about  guys i have heard that it's the next DOGE ,2021-05-11,pos,0.8906599879264832
2394,Check it out its called Shib btw,2021-05-11,pos,0.5405285954475403
2395,What do you think about dogecoin??,2021-05-11,pos,0.671776294708252
2396,I am unable to buy Shiba via . Seems the crypto option did not shows any options.,2021-05-11,neg,0.9894871711730957
2397,SHIBA,2021-05-11,pos,0.7909656167030334
2398,"Shiba + fees =
Btc",2021-05-11,neg,0.6074205636978149
2399,Or shiba,2021-05-11,neg,0.6237624287605286
2400,Shiba inu coin is now available in ,2021-05-11,neg,0.8389275074005127
2401,Can anyone tell me about Shibu uni coin ?,2021-05-11,neg,0.6004747152328491
2402,Am already invest in the doge coin,2021-05-11,pos,0.5538570880889893
2403,Am already invest in Doge coin,2021-05-11,neg,0.5151519179344177
2404,Doge coin has good future?,2021-05-11,pos,0.6656495928764343
2405,Doge ???,2021-05-11,neg,0.7393117547035217
2406,Down down. ..shiba is going down .. like who didn't see that coming ,2021-05-11,neg,0.9581448435783386
2407,I just bought 2m Shiba may buy more,2021-05-11,neg,0.7757365107536316
2408,Who trade SHIB,2021-05-11,pos,0.6823012828826904
2409,SHIB ,2021-05-11,pos,0.7710830569267273
2410,$shiba,2021-05-11,neg,0.6185473799705505
2411,SHIB is going to be hot,2021-05-11,pos,0.852423369884491
2412,People said the same about DOGE...,2021-05-11,neg,0.7950223684310913
2413,Doesn't mean every coin is gonna turn out like doge,2021-05-11,neg,0.9680570363998413
2414,Buy shiba its at the dip,2021-05-11,neg,0.9177947044372559
2415,I CANNOT EXCHANGE TO TETHER OR SHIBA why is this pls help?!,2021-05-11,neg,0.7158491015434265
2416,Doge will cross a limit of one dollar soon I think so,2021-05-11,neg,0.9289898872375488
2417,I'like to vote for shiba in stake... how can I do it?,2021-05-11,pos,0.7224000692367554
2418,I tried to buy shiba with debit card and it took my money and never received my shib anyone else have this issue?,2021-05-11,neg,0.9931580424308777
2419,Should I go for doge? What are the targets?,2021-05-11,neg,0.5122804641723633
2420,Can I use my CRO to buy SHIB?,2021-05-11,pos,0.7470380067825317
2421,"Hello cdc team, why can i only transfer 1 million shib to exchange?",2021-05-11,neg,0.8827348351478577
2422,"Get DOGE,BNB,Cake.",2021-05-11,neg,0.9238731265068054
2423,Hey guys ....anyone have a problem with buying shiba with cryptos ?,2021-05-11,pos,0.8316759467124939
2424,I traded it 3 times CRO>SHIBA ...now feels like I'm blocked,2021-05-12,neg,0.9957213401794434
2425,Why can we not buy Shiba with Cro today?,2021-05-12,pos,0.7503294348716736
2426,Credit should work or swap fiat to usdt then to shib,2021-05-12,neg,0.7514752149581909
2427,Any earn on Shiba via app or defi wallet,2021-05-12,neg,0.837561309337616
2428,Hi anyone having probs on the app? I clicked on the Shiba charging event and the screen went black and now I can't get back on to anything?,2021-05-12,neg,0.8387935161590576
2429,"Ouch, I was going to sell 430 dollars worth of shiba but the sell price is 395 dollars. Why can't I swap straight from Shiba to Cro?",2021-05-12,neg,0.9957140684127808
2430,Just bought  soms shib,2021-05-12,neg,0.6271064877510071
2431,"Hello can anyone help please, iv clicked on the Shiba supercharger event in the app and now the screen is all black and I can't do anything?",2021-05-12,neg,0.7605167627334595
2432,akita is another shiba,2021-05-12,pos,0.555091917514801
2433,"Love cdc for adding shiba first, keep it up, and if stable servers, new customers will come ",2021-05-12,pos,0.9987748265266418
2434,"Can someone please advise, I clicked on the Shiba supercharger event on the app and now the screen is black and I can't do anything?",2021-05-12,pos,0.5641458630561829
2435,Hmm shib is down 14% but it's on supercharger,2021-05-12,neg,0.9000748991966248
2436, Hi Chris do you know when cripto DOGELON MARS will be available on Crypto ?? wanted to buy some thank you,2021-05-12,pos,0.8875957727432251
2437,Guys shib is worth?,2021-05-12,pos,0.8708779215812683
2438,Shib is worth? Or I should buy?,2021-05-12,pos,0.7648200392723083
2439,Shib will pump or not?,2021-05-12,neg,0.5660873055458069
2440,i m in loss dogecoin whta can i doo ? hold or sell huge loss ? india rupess 2000,2021-05-12,neg,0.8820822834968567
2441,Tomorrow shiba pool in ?,2021-05-12,neg,0.5022805333137512
2442,Go get SHIBA INU,2021-05-12,neg,0.8095206022262573
2443,I have problem i send shiba from crypto to trustwallet and ita still pending??? Why usually everything goes immediately,2021-05-12,neg,0.9320899248123169
2444,Will Shiba reach $0.50 in 3 years...?,2021-05-12,neg,0.9760740995407104
2445,DOGE COIN??,2021-05-12,neg,0.9702218770980835
2446,Doge coin good to invest or not?,2021-05-12,pos,0.7755008339881897
2447,50$ in shiba ??,2021-05-12,neg,0.9594882130622864
2448,is it still worth buying shib?,2021-05-12,pos,0.9891818165779114
2449,"Hi group, how to buy shiba?",2021-05-12,pos,0.5131713151931763
2450,Just bought Shib.....will sleep and see next year. Pray hard....it will be like ETH.....,2021-05-12,pos,0.7162511348724365
2451,"Hello.

I cant input more than 999,999 when I go to sell my Shib coins.

How do I sell millions in one go?

Thanks",2021-05-12,pos,0.9490978717803955
2452,Shiba Inu to the moon ,2021-05-12,neg,0.5668961405754089
2453,Any one suggest me how to buy shiba,2021-05-12,pos,0.7408338189125061
2454,Who wants to buy shiba?,2021-05-12,pos,0.894324004650116
2455,"Hello.

I cant input more than 999,999 when I go to sell my Shib coins.

How do I sell millions in one go?

Thanks",2021-05-12,pos,0.9490978717803955
2456,What do you think about shib?,2021-05-12,pos,0.9161880612373352
2457,Why there is locked price to buy shiba although it is getting lower in price?,2021-05-12,neg,0.8623326420783997
2458,Even though shiba is down in the market why it is higher in price which is as locked price while buying it?,2021-05-12,neg,0.7648526430130005
2459,Why the price of shiba is higher on crypto .com come on guys,2021-05-12,neg,0.7048311233520508
2460,Why fixed rate to buy shiba? Which is 0.0000003 why?,2021-05-12,neg,0.8287796974182129
2461,Dogecoin is a ponzi scheme. It has no other value,2021-05-12,neg,0.9957547187805176
2462,"Ok question if I buy 600 quids worth of shib shit coin ile get loads , if I put 600quid in the supercharger ile get pretty much fuck all shib shit coin .it that correct",2021-05-12,neg,0.9809691905975342
2463,Why can't I buy shiba with my crypto wallet(cro)?,2021-05-12,neg,0.8996138572692871
2464,I got hit with 1mil shib fee,2021-05-12,neg,0.9649457335472107
2465,"Shiba is future , its in dip now 2 cents soon",2021-05-12,neg,0.8286023736000061
2466,Where can I buy Shiba?,2021-05-12,pos,0.6616535186767578
2467,"Binance , Shiba Inu",2021-05-12,pos,0.5166163444519043
2468,Hi to all the Shibaians,2021-05-12,pos,0.9411794543266296
2469,Hey  I'd like to speak to you. I am Shytoshi Kusama Product Manager of Shib,2021-05-12,pos,0.9215570092201233
2470, make shiba available,2021-05-12,pos,0.8785069584846497
2471,Hi admin... Shiba Inu Product Manager here,2021-05-12,pos,0.8650153279304504
2472,I bought $200~ shib on Sunday. You pulled $800~. Only $500~ was ever shown on the app and that way delayed by a day and half.,2021-05-12,neg,0.9775787591934204
2473,How can I buy shiba?,2021-05-12,pos,0.6446418762207031
2474,Yesterday i bought dogecoin,2021-05-12,neg,0.8520873188972473
2475,What date does shiba supercharger begin?,2021-05-12,pos,0.835739254951477
2476,From where i can invest on shiba,2021-05-12,pos,0.6821383237838745
2477,So we should buy shiba now?,2021-05-12,neg,0.5349687933921814
2478,Shiba inu ??,2021-05-12,neg,0.8854885697364807
2479,Shiba is dead,2021-05-12,neg,0.9682889580726624
2480,People trying to buy shiba,2021-05-12,neg,0.786196768283844
2481,Shiba missing from my list,2021-05-12,neg,0.9995492100715637
2482,Might give the next supercharger a miss.dont really get fuck all last time I got 3 doge for 30days worth and gave up upgrading to the ruby card.,2021-05-12,neg,0.9877370595932007
2483,"Still missing 30million shiba, they said will take couple of hours, been nearly 12 hours they sent me mail",2021-05-12,neg,0.997525155544281
2484,Just bought 3 mil of Shiba then stuck,2021-05-12,neg,0.9838158488273621
2485,Everyone sells shiba now,2021-05-12,pos,0.9037706851959229
2486,Doge ka,2021-05-12,pos,0.7449460625648499
2487,Hi. How its posible to charge me with 1000000 shib from 2500000 shib ? I transfered from crypto to ,2021-05-12,neg,0.948009729385376
2488,Hi. How its posible to charge me with 1000000 shib from 2500000 shib ? I transfered from crypto to ,2021-05-12,neg,0.948009729385376
2489,Lmfaooo doge is dead no coming back from this..Elon setup everyone for failure,2021-05-12,neg,0.9993765950202942
2490,Shiba prices taking a nose dive. Ppl are buying dip in mass...,2021-05-12,neg,0.9470436573028564
2491,"Nonsense vitalik is making a killing off shib, he is still holding. Cant keep a good dog down",2021-05-12,neg,0.9745380282402039
2492,"Good evening  (4th Q attampt)

Seem to have a little problem with  app.

I'm trying to sell some coins to your exchange from my account but I cant input my whole total.

The largest number I can input to sell is 1,000,000 Shiba but I have more than that in my account.

If I go to withdraw to an another wallet, Trust Wallet for example, I can input my total amount.

Thank you.",2021-05-12,pos,0.5325450897216797
2493,Vitalik donated 5% of his shiba 1B to help India against corona...,2021-05-12,neg,0.8074759840965271
2494,"Or shiba group, everyone says it",2021-05-12,pos,0.5595313906669617
2495,"Imagine, someone donated 5% shiba aka 1B to india, not even DOGE has done that before",2021-05-12,neg,0.9739910364151001
2496,"Vitalik is the CEO of ETH, and he is friends with the owner of shib",2021-05-12,pos,0.965576708316803
2497,Pls tell about doge coin,2021-05-12,neg,0.6194478273391724
2498,How can I buy Shiba with my cro coin,2021-05-12,pos,0.9592537879943848
2499,No need to panic buy more SHIBA.,2021-05-12,pos,0.8247032761573792
2500,"how's about SHIB??
can anyone tell me?",2021-05-12,pos,0.722765326499939
2501,is this shiba support channel?,2021-05-12,neg,0.6788119077682495
2502,How can I buy Shiba with my cro coin,2021-05-12,pos,0.9592537879943848
2503,What about Shiba? Coins,2021-05-12,neg,0.5224553346633911
2504,I guess.  By that time I will have already missed the shib boat,2021-05-12,neg,0.9767709970474243
2505,Guys What about shib,2021-05-12,pos,0.8122616410255432
2506,Hello please can some one tell m about Doge,2021-05-12,pos,0.6561236381530762
2507,"I also want to get a refund for not being able to sell my shibu coins at a profit because your servers crashed, please contact me directly",2021-05-12,neg,0.9985675811767578
2508,Is there a reason why my SHIB withdrawal has been pending for 2 hours now? Yesterday it took less than 10 min,2021-05-12,neg,0.9970505237579346
2509,What is happing with shiba,2021-05-12,neg,0.5033110976219177
2510,What do you think about shiba inu,2021-05-12,pos,0.9736397862434387
2511,I can tell you I bought SHIBA when it hit cdc. I sold at the high. I could buy KISHU INU if it hits cdc.,2021-05-12,neg,0.6886959671974182
2512,Dogefatherbsc 7 days old 60k holders,2021-05-12,neg,0.905348002910614
2513,Did  bought shib from Vitalik?,2021-05-12,neg,0.92864990234375
2514,Dogefatherbsc this week x10 7 days old 60k holders,2021-05-12,neg,0.9612435102462769
2515,DOGE TO THE MOON,2021-05-12,neg,0.8129523992538452
2516,Hi everyone.  Wat about new coin shiba?,2021-05-12,pos,0.7439882755279541
2517,Dogefatherbsc ,2021-05-12,pos,0.659929096698761
2518,Dogefather is back,2021-05-12,neg,0.5916282534599304
2519,Rip shiba ... like who didn't see this coming,2021-05-12,neg,0.7462489604949951
2520,DOGE,2021-05-12,neg,0.6536206603050232
2521,Who is ready to sell Shiba to me,2021-05-12,pos,0.7459436058998108
2522,Can Indians Buy Shiba Inu on Crypto.xom?,2021-05-12,pos,0.5373964309692383
2523,"This Shiba Inu is on hype , hope it's worth the hype",2021-05-12,pos,0.8842227458953857
2524,"The supercharger with SHIB was a real dissappointment. SHIB is another useless nonsense meme coin and worse it's an ERC20. 

I would much prefer to see coins on supercharger with real potential and utility. ENJ was alright. But what about coin launches on supercharger or having more than one coin at a time???",2021-05-12,neg,0.9998834133148193
2525,"Heard about Kishu, this coin will overpower the Doge and Shiba",2021-05-12,pos,0.859866738319397
2526,Anyone sell dogecoin?,2021-05-12,neg,0.8383291959762573
2527,how is dogecoin rising so easily ?,2021-05-12,neg,0.710507333278656
2528,Where can i buy dogecoin,2021-05-12,neg,0.6624353528022766
2529,doge is a joke,2021-05-12,neg,0.9655783772468567
2530,I got it alrdy but thank you alrdy converted all my Shiba to Etherium couldnt take any more loss lol,2021-05-12,pos,0.8125486969947815
2531,Just bought 80k Shiba,2021-05-12,neg,0.7192513346672058
2532,What you think about Dogecoin?,2021-05-12,pos,0.603143036365509
2533,And shiba inu?,2021-05-12,neg,0.5610364675521851
2534,"Get out as soon as possible of shiba inu copy shit coin. Vitalik buterin is dumping it and send the rewards (you're loos) to India.

Elon best. Buy doge now",2021-05-12,neg,0.88993239402771
2535,"how ahd why are so many people buying SHIBA, its the dog shit of doge",2021-05-12,neg,0.9430405497550964
2536,Does it cost a lot to buy SHIBA with Crypto,2021-05-12,pos,0.6189378499984741
2537,Wow Doge,2021-05-12,pos,0.6363199949264526
2538,ASAP switch you're BTC to DOGE!,2021-05-12,neg,0.6158808469772339
2539,Switch all You're coins to DOGE. TO THE MOON!!!! ,2021-05-12,neg,0.5607560276985168
2540,"Just joking. It's just a dip. Buy and tomorrow all fine again. But Elons DOGE, will rise again. I think",2021-05-12,neg,0.7163212895393372
2541,"Hey Peeps ,I do need some Doge",2021-05-12,pos,0.8006054759025574
2542,"Who has doge for sell??
 Dm please",2021-05-12,neg,0.8323312997817993
2543,"Should I hold onto shiba inu ? 
I'm having 50% loss right now and I'm scared",2021-05-12,neg,0.8890970945358276
2544,Can anybody tell me about investing in doge,2021-05-12,neg,0.8737029433250427
2545,"Sure, hi Abby!

You can buy and sell DOGE through the Cryptocom App ",2021-05-12,pos,0.5476632118225098
2546,Doge is the way tesla will go to doge mark my words,2021-05-12,pos,0.7621111273765564
2547,ETA ON SHIBA WITHDRAWLS? Thank you  team ,2021-05-12,pos,0.813781201839447
2548,"Try this

Crypto App > Transfer > Withdraw > External wallet > add address > (+) sign on the top right corner > SHIB",2021-05-12,neg,0.766269326210022
2549,What are you thinking about doge coin,2021-05-12,pos,0.9109628796577454
2550,So is my only way out of SHIBA a sell/fiat withdrawl via ach? ,2021-05-12,pos,0.5672903656959534
2551,What is your opinion about Shiba inu?,2021-05-12,pos,0.8346611261367798
2552,Anyone bought doge?,2021-05-12,neg,0.6481665372848511
2553,I have a shiba,2021-05-12,pos,0.7598322033882141
2554,Doge To The Moon,2021-05-12,pos,0.5728084444999695
2555,And shiba inu,2021-05-12,pos,0.7880159616470337
2556,doge  shiba lets go meme coins . All these experts will cry they underestimate the memes,2021-05-12,neg,0.5228784680366516
2557,What's your opinion about Shiba inu?,2021-05-12,pos,0.769980788230896
2558,"the Dogecoin will go up a lot more, shiba is not bad",2021-05-12,pos,0.6939123868942261
2559,Anyone think shiba could reach a penny ? Or even above  but there are like nearly 400 trillion in supply ,2021-05-12,neg,0.9734210968017578
2560,Bought some Doge on the dip @INR 35-36,2021-05-12,pos,0.5227628946304321
2561,"Guys , I have Cro in  .how come I can't purchase doge coins using Cro ?",2021-05-12,pos,0.7071593999862671
2562,I transfered 2.500.000 shib to another wallet.  charged me with 1.000.000 shib. Why this high fee? Its normal?,2021-05-12,neg,0.9552626013755798
2563,"So I bought 33,333,333 shiba inu yesterday. Down 25%. Hold or sell?",2021-05-12,neg,0.9789428114891052
2564,"SHIBA has no future but might as well hold till you get your money back

NFA",2021-05-12,neg,0.9885287880897522
2565,Shiba is gonna be dumped?,2021-05-12,neg,0.7518876194953918
2566,Dogecoin future anyone?,2021-05-12,neg,0.7069419026374817
2567,What about doge coin should buy or not?,2021-05-12,pos,0.8996108174324036
2568,I did a transfer from my  acc to my  acc but the crypto never showed up. It says complete on binance but nothing on . I did two transfers doge and vet. Vet showed up but doge didnt. What do i do?,2021-05-12,neg,0.994568943977356
2569,Has anyone here made a mint off Doge?,2021-05-12,neg,0.9783555269241333
2570,Shiba,2021-05-12,pos,0.7365189790725708
2571,Doge is the new BTC,2021-05-12,pos,0.7951884865760803
2572,"Something brewing with doge dyor, but it's not going away",2021-05-12,neg,0.8991029262542725
2573,Is it ok to join shiba supercharger.,2021-05-13,neg,0.7370027303695679
2574,guys wdyt about doge rn ?,2021-05-13,neg,0.6002635955810547
2575,Is Shiba available on ,2021-05-13,neg,0.9832140207290649
2576,Yes. You can buy Shiba with the app or on the exchange,2021-05-13,pos,0.8302685022354126
2577,"Buy shiba they said, yeah right easiest way to lose money yet.. so much for it being next best thing",2021-05-13,neg,0.955509603023529
2578,shiba is zero,2021-05-13,neg,0.9063082337379456
2579,Who bought shiba? At what price? ,2021-05-13,neg,0.8651649951934814
2580,Crypto. Com. I buy shiba,2021-05-13,neg,0.810430109500885
2581,Should we hold dogee...??,2021-05-13,pos,0.6358069777488708
2582,Shib is another elon musk coin,2021-05-13,neg,0.8140931725502014
2583,"Help please. On app I can buy SHIBA only by card/transfer?
I wanted to pay with ETH and it won't let me",2021-05-13,neg,0.8805038928985596
2584,Shib,2021-05-13,pos,0.765728771686554
2585,"Help please. On app I can buy SHIBA only by card/transfer?
I wanted to pay with ETH and it won't let me",2021-05-13,neg,0.8805038928985596
2586,Do you know shiba Imu token?,2021-05-13,neg,0.6375821232795715
2587,Buy shiba,2021-05-13,neg,0.6002587080001831
2588,"Help please. On app I can buy SHIBA only by card/transfer?
I wanted to pay with ETH and it won't let me",2021-05-13,neg,0.8805038928985596
2589,I sit on SHIBA DOGE AND DEEPASS ETH,2021-05-13,neg,0.9497892260551453
2590,"//admin 
Help please. On app I can buy SHIBA only by card/transfer?
I wanted to pay with ETH and it won't let me. What cryptocurrency I can use to pay for SHIBA?",2021-05-13,neg,0.9841846227645874
2591,because vitalik ruggpulled shiba for india covid fund and elon/tesla ridicolous statement about btc and energy.,2021-05-13,neg,0.5725087523460388
2592,Should we hold doge too?,2021-05-13,pos,0.5366363525390625
2593,"Look look mommy it's a big fat whale, he can do a couple tricks but they all gonna fail 

Because this Silbert guy who thinks he the shit, I'll brown paper bag'em and let you know when it's lit 

He's a complete D-bag, No, not a bag of Doge, and if he tries this shit again I hope his accounts are all froze",2021-05-13,neg,0.9851711392402649
2594,doge down,2021-05-13,neg,0.6340116858482361
2595,Whipping doge,2021-05-13,pos,0.6772097945213318
2596,Unfortunately I'm all tapped out or I'd be buying the fudge outta some DOGE,2021-05-13,neg,0.9773105382919312
2597,"whip whip whip whip that shit and I had to send that shit , straight to your bitch , Cuz with Doges I am Rich. We gonna get the billiards of Doge and fuck that bitches throats",2021-05-13,neg,0.9298375844955444
2598,What do y'all think of Shiba Inu coins????,2021-05-13,neg,0.5055884122848511
2599,Mask sayed he will accept doge for transaction,2021-05-13,neg,0.6466333270072937
2600,Doge was once stagnant but it also surged,2021-05-13,neg,0.8950875401496887
2601,"I am that Coach , get the Doge",2021-05-13,pos,0.8480270504951477
2602,When will it be possible to buy CRO tokens with shibu tokens?,2021-05-13,neg,0.6240776777267456
2603,Dogecoin the next week... to the moon with tesla,2021-05-13,neg,0.7574014663696289
2604,No more doge for Elon Musk?,2021-05-13,neg,0.7875202298164368
2605,What about doge,2021-05-13,pos,0.604944109916687
2606,I buy shib yesterday ,2021-05-13,pos,0.5352433323860168
2607,Doge will only make you lose money,2021-05-13,neg,0.7897081971168518
2608,How to buy shib..I m using wazirx,2021-05-13,neg,0.6699300408363342
2609,"There are newer memes that will be like doge now, I don't see any point in doge already",2021-05-13,neg,0.8995431661605835
2610,Should I invest in Dogecoin?,2021-05-13,neg,0.6955583691596985
2611,"oh, so now when the ENJ charging period ends my CRO are automatically transferred to the SHIB supercharger?",2021-05-13,neg,0.8182559609413147
2612,Can shiba reach 1$,2021-05-13,neg,0.9134929180145264
2613,So is shiba dead?,2021-05-13,neg,0.8682988882064819
2614,"It was Shiba Inu.  I started a support request via the app about 4 days ago but have had no response.  I emailed yesterday, and also no response there.  Someone reccomend that I should try the telegram so here I am.  Are there others who have had funds held up during a crypto wallet transfer?  All I keep seeing are troubles with Bank deposits.",2021-05-13,neg,0.9985119700431824
2615,Elon Musk puts Twitter poll to check if Tesla should accept Dogecoin,2021-05-13,neg,0.8982803225517273
2616,Is shiba dead?,2021-05-13,neg,0.9486574530601501
2617,I think so...American Shiba (USHIBA) is the place to be now,2021-05-13,pos,0.8441786170005798
2618,Is it a good choice to buy Shiba Inu?,2021-05-13,pos,0.524915874004364
2619,I am not a financial adviser lol but will say I traded all mine for USHIBA and have doubled $$$ since yesterday,2021-05-13,pos,0.5267016291618347
2620,Shiba can't even reach $0.00163... even if it had the entire market cap of Doge,2021-05-13,neg,0.9975581169128418
2621,Shiba could not even reach $0.01,2021-05-13,neg,0.9964197874069214
2622,Shiba inu coin buy ??,2021-05-13,neg,0.9322245717048645
2623,Why? Doge did I guess,2021-05-13,neg,0.7726760506629944
2624,If you're asking so what that Shiba has 400 trillion coins then you don't understand shit about crypto,2021-05-13,neg,0.5927127003669739
2625,Even if Shiba had the entire market cap of DOGE it would still be worth less than 1 penny,2021-05-13,neg,0.9600517749786377
2626,Doge and now SHIB. I wonder if this is the end of the shitcoin trend actually ... many people have lost an awful lot of money,2021-05-13,neg,0.8936715722084045
2627,Doge is stable and bitches are not,2021-05-13,neg,0.7549508810043335
2628,"Wait, you just said Doge is stable? When?",2021-05-13,neg,0.8095846176147461
2629,Doge lost over half of value in 1 day,2021-05-13,neg,0.9933171272277832
2630,Doge is just a joke. No utility no future.,2021-05-13,neg,0.9990221261978149
2631,What you will give me if I proof you Mask's word about doge tesla ?,2021-05-13,pos,0.8267570734024048
2632,"I fear the time when doge will dump. All the dumb money will run. May take the entire market with it.
And we have 2017 all over again",2021-05-13,neg,0.9918481111526489
2633,The most he did was put a twitter poll asking if he SHOULD accept doge. Not that he will,2021-05-13,neg,0.9824596643447876
2634,If there's one coin worse utility than BTC it's Doge lol. But then again Elon is an unpredictable maniac,2021-05-13,neg,0.9041168093681335
2635,future bitcoin in the doge,2021-05-13,pos,0.8071096539497375
2636,I was credited the coins I got Saturday when app was down I bought almost 9 million shib at 100 dollars and they credited the money gain as well so they credited almost 300 dollars,2021-05-13,neg,0.8777051568031311
2637,Lol at buying SHIB,2021-05-13,pos,0.6404058933258057
2638,Any news about shibu,2021-05-13,pos,0.6348019242286682
2639,Should we buy shibu at this rate,2021-05-13,pos,0.7097659111022949
2640,Should we buy shibu now plz tell fast,2021-05-13,pos,0.7198759317398071
2641,"The ENJ Supercharger event has ended!
Next Up: SHIB

To accept your ENJ reward allocation, login at 14:00 UTC, 14 May. 
Reward distribution begins at 14:00 UTC, 15 May.

Details: ",2021-05-13,neg,0.9449980854988098
2642,Please do not supercharger shib,2021-05-13,neg,0.9944578409194946
2643,For the love of God please do not supercharge shib.,2021-05-13,pos,0.9754769206047058
2644,Can I use my cro used for previous supercharger for SHIB event or I must leave CRO until acceptance of Eijin reward?,2021-05-13,pos,0.9596822261810303
2645,Vb dumped all his shib to India,2021-05-13,neg,0.9906876683235168
2646,Shibu life time high anyone?,2021-05-13,neg,0.5708554983139038
2647,Works for me Joe with Doge and Shib so far,2021-05-13,pos,0.9898532032966614
2648,Ada is actually doing something vrs what shib is. Doge and shib are a fad right now because of Elon shitface,2021-05-13,neg,0.962385356426239
2649,ADA is just as shitty as SHIB,2021-05-13,neg,0.9906381368637085
2650,Doge Forever,2021-05-13,pos,0.818992555141449
2651,"ADA is a meme coin, like DOGE and SHIBA",2021-05-13,neg,0.8310731649398804
2652,DOGE > SHIBA > ADA,2021-05-13,neg,0.7303987145423889
2653,what about doge coin?,2021-05-13,neg,0.5594541430473328
2654," event is now live 

Deposit CRO and farm SHIB with 1-click
No gas fees, withdraw anytime
Available on App & Exchange 

Sign up  ",2021-05-13,neg,0.5498600602149963
2655," Yes, and volatility is the nature of crypto.  listed Shiba because it there was enough interest deemed by the team to list it. Not all coins are meant to last forever, sometimes it's just a wave",2021-05-13,neg,0.7215109467506409
2656,"I can only say 1 thing, it's not the end of shiba",2021-05-13,neg,0.9931043982505798
2657,I'm glad you shared that with us. The Shiba listing was loved and hated :D. It's definitely not for everybody,2021-05-13,neg,0.9827769994735718
2658,"I think it has been happend because all mem tokens sent their half of the tokens to VB 
there is 100% fair launched meme tokens like bamboo doge",2021-05-13,neg,0.9961252808570862
2659,"One question about supercharger ! While Enjin pool is finished, why is not possible to use proper cro to participate in shib pool?",2021-05-13,neg,0.8899394869804382
2660,"Hi 

Can I withdraw my Doge coin on BSC or only on ERC20 on ?",2021-05-13,pos,0.6394796967506409
2661,We support DOGE via native network as you can see on ,2021-05-13,neg,0.7768604755401611
2662,So doge coin is collapsing,2021-05-13,neg,0.9806510806083679
2663," event is now live 

Deposit CRO and farm SHIB with 1-click
No gas fees, withdraw anytime
Available on App & Exchange 

Sign up  ",2021-05-13,neg,0.5498600602149963
2664,Anyone know the fee of transferring Shiba from ?,2021-05-13,neg,0.7676016688346863
2665,Dogecoin price prediction for this week?,2021-05-13,neg,0.8524265885353088
2666,Which are the top 10 coin (like shiba) to invest,2021-05-13,pos,0.8287411332130432
2667,"Can someone explain me this situation? The price for SHIBA is now 0.00001696euro, i have 79,742.000 that means 1352 euro. If i want to transfer in my account, shiba-euro same 79,742.000 means 1184euro. Why is that difference?",2021-05-13,neg,0.9676449298858643
2668,Good evening someone could give me an information I'm not an expert I got ETH and Doge and they are losing at which price I can sell again? Thx,2021-05-13,pos,0.7467391490936279
2669,Can anyone tell me what happened with Doge,2021-05-13,neg,0.9200184941291809
2670,Doge  kya karo sale ya hold rakho,2021-05-13,pos,0.7589924335479736
